farmer_id,region,age,gender,education_level,years_farming,acreage_ha,soil_class,coop_member,mpesa_transactions_per_month,mpesa_consistency_score,mpesa_savings_frequency,mpesa_avg_savings_balance,mpesa_bill_payment_score,mpesa_income_regularity,mpesa_business_contacts,water_access_index,rainfall_anomaly,ndvi_mean,expected_yield_t_ha,expected_income_usd,expected_income_kes,advisory_interactions,pd_latent,default_12m,risk_tier,credit_score
11,Coast,43,Male,None,3,2.997335353878764,1,0,21,0.9355014360995126,0,1828.8169606652866,0.4927183225977288,0.5659867928666795,9,0.3802500744286786,-1.014905523997577,0.9,4.808250313307639,4292.4191785790645,493628.2055365924,2,0.507498952791079,0,E,568
12,Eastern,46,Female,Primary,2,2.756120010228523,3,1,10,0.67348400546903,3,8915.322106745929,0.8343597202308365,0.5189898270777549,6,0.3186171833207927,0.8749546951272965,0.4213538692425351,3.101264402555717,2394.354543928754,275350.7725518067,3,0.41201328854425107,0,E,649
13,Central,25,Male,None,12,7.688843833511329,3,0,13,0.879286203838655,3,3878.016120747569,0.5339933030760083,0.5574119696532198,12,0.5823856801195699,-0.3611177839558928,0.7927009780739758,2.6054704366623374,6022.363075694812,692571.7537049034,2,0.38837215077536535,0,D,669
14,Central,29,Male,Secondary,24,1.6624704597789504,3,0,18,0.7554642832513123,1,2828.2167244293714,0.7680591997554288,0.5287227357690645,6,0.3641349018210178,-1.0787377475667494,0.5876270675671866,0.9386779801942096,344.8443655621402,39657.102039646124,4,0.37692510728241596,0,D,679
15,Central,57,Male,Primary,18,4.802679454123207,1,0,22,0.6494205940428579,7,1483.8405319605733,0.8469084261353129,0.7735415851401781,4,0.6591438014326176,-1.1372805284298109,0.6837033512527863,5.451465000761548,8000.0,920000.0,2,0.25130398018470373,0,D,786
16,Rift Valley,43,Male,None,36,4.55544399444288,2,0,15,0.6852220985345411,1,753.3378706417799,0.7982657764981416,0.7743356193992651,8,0.390580858762164,0.017387600399123838,0.7972922307094534,3.172252446517043,4465.045122992128,513480.18914409477,1,0.4292082227759219,0,E,635
17,Rift Valley,60,Male,Primary,25,4.57665877003517,2,1,16,0.5552017474347893,1,1765.4763342241436,0.9493612300860312,0.9718416767521948,10,0.40874439637476295,-1.0725264712718268,0.48428828172258037,5.077391120129139,7408.392838952008,851965.1764794809,4,0.37263177066274467,1,D,683
18,Rift Valley,30,Female,Tertiary,15,17.102545160190235,3,1,14,0.8494515222145302,1,1010.5538433896437,0.7439286181278076,0.717544543025043,9,0.482778388224559,-1.3529658943644556,0.3847203551914614,3.1130169896009807,8000.0,920000.0,4,0.4065233635620214,0,E,654
19,Central,39,Male,Primary,1,2.8010732044217312,3,0,16,0.723910987508318,5,9034.178610138719,0.8623454013760152,0.7451527087483768,4,0.7982670833052463,0.2331688118922698,0.7053017243564199,2.6263817261835802,1842.41117445072,211877.2850618328,4,0.36025772398484784,0,D,693
20,Western,60,Male,Primary,8,20.0,3,1,14,0.9051448232277713,4,7470.802543043742,0.8154710571607969,0.8821358963403185,9,0.05641776908385219,-1.1523042936008572,0.7168731199893157,2.299730921399362,8000.0,920000.0,5,0.3187395822251459,1,D,729
21,Central,57,Male,None,37,8.142885235530732,1,0,15,0.7775721218513298,3,10794.161575353432,0.8049869752362692,0.5164876880428154,10,0.43664581718336587,0.5503212105587326,0.7484635011210324,5.452166276513,8000.0,920000.0,2,0.3447675628515564,1,D,706
22,Central,48,Female,Tertiary,7,1.043459830013267,1,1,8,0.7801636615680658,4,2043.0638205947148,0.5268372859439279,0.48932487758504223,8,0.3568825049846177,1.964239156957682,0.7183797878666613,6.360120099021741,1908.7729270062243,219508.8866057158,3,0.3416572063659707,0,D,709
23,Rift Valley,51,Male,Primary,35,1.3345103231913458,1,0,12,0.7243404547196146,4,2159.770673144368,0.8889913175700804,0.6386716228374736,7,0.4741434404917915,0.24497113750618293,0.6507330786725488,4.7556416318590164,1786.6378198839525,205463.34928665453,0,0.3366996776530479,0,D,713
24,Rift Valley,35,Male,Primary,38,7.552231867225743,1,1,15,0.4620988966964782,7,5842.271582454404,0.31353201960018345,0.768057136742626,8,0.8052283573143907,2.349979439584465,0.40588404780367715,6.723750131093055,8000.0,920000.0,4,0.27490877290131566,1,D,766
25,Nyanza,47,Male,None,16,1.8303189022391488,2,0,19,0.5450750658558069,0,3348.3719763011936,0.8144142421272251,0.5889597466886827,10,0.4938207399103323,-3.2609669870631772,0.674274095695365,3.1150975796785088,1803.921116017702,207450.9283420357,6,0.5651482081521129,1,E,519
26,Central,57,Female,Tertiary,17,4.042894202084775,2,1,11,0.5416531300545171,2,3415.0936403778896,0.18723038377935314,0.7544237781286284,9,0.6063912302201557,-1.4013015860991562,0.6003825323455515,4.06167636156507,4710.929960244333,541756.9454280983,5,0.41786240925621787,1,E,644
27,Rift Valley,53,Male,Primary,38,1.9070654341629996,1,0,13,0.7727490667895113,6,7359.787977577772,0.6787763316775007,0.3858006279167591,7,0.7215115963422958,1.7283327634042265,0.5559608501691632,4.837236972238973,2407.6600152086144,276880.90174899064,0,0.34436046944267085,1,D,707
28,Western,55,Male,None,30,2.29311802208033,1,0,21,0.9608377953888662,5,6214.151591847383,0.8172618084342621,0.67061232303766,6,0.6567398717388878,1.4533367446271446,0.7561547328012078,4.992012334110471,3282.9127028891344,377534.9608322505,3,0.32234986338105187,1,D,726
29,Central,25,Male,None,37,2.7076465955673785,2,0,13,0.8452906483204429,2,4619.60037775992,0.6446287447335082,0.8419915243239898,3,0.5074261943213122,0.3678645667696763,0.8469968682070438,3.330812091376339,2964.943565969145,340968.51008645166,1,0.3968490814244545,0,D,662
30,Western,58,Female,Secondary,18,7.304795163846234,4,0,16,0.4632313158740467,5,3776.705603650135,0.5629407625491187,0.42746176033192024,10,0.7472486612854383,-1.7404088849230137,0.7322772565982918,0.9245844364406199,1984.4003040537434,228206.03496618048,1,0.425424248189422,1,E,638
31,Central,42,Male,Primary,36,2.7722256979213538,4,0,7,0.312433864484767,5,5078.018256613685,0.9017804853853384,0.7802573370173196,9,0.38978888447069265,-0.7197837957709483,0.5503999777698124,1.2089496966384903,1072.2916867055096,123313.54397113361,1,0.3785094440383819,0,D,678
32,Central,42,Female,None,12,10.397469845913042,1,0,22,0.793790956016855,2,802.7234629096494,0.8637903728044827,0.5654466027757523,7,0.040522411696705805,-0.6325135767700938,0.45816322787591934,3.483591166939515,8000.0,920000.0,2,0.3561501372973745,1,D,697
33,Eastern,30,Male,Primary,28,1.5217902278896773,3,1,16,0.773115444598173,9,11929.530033756046,0.7347235108448239,0.625678091984196,12,0.19182676802440385,-0.06589213126501556,0.6478101156805809,3.068800640283011,1569.1567236593714,180453.02322082772,7,0.2208746480168571,0,C,812
34,Coast,64,Male,Primary,11,6.268709638926456,2,1,12,0.7172407020508005,3,9016.94267474179,0.7545397378473261,0.6685122234038394,9,0.7763493260270435,-0.09256596360085717,0.5732164528507104,5.2817178300790735,8000.0,920000.0,6,0.27225456259872144,0,D,768
35,Eastern,25,Female,Secondary,6,3.939418063056124,3,1,16,0.9654629231136245,3,2085.2932883364588,0.9438337009714531,0.7793091528666584,14,0.17928956722869124,0.24690203218511966,0.9,2.7511863697777086,3274.47035747044,376564.0911091006,3,0.3437664042436194,0,D,707
36,Rift Valley,54,Male,Primary,26,1.2361673542025893,2,0,14,0.6791460005524036,2,16355.130642935062,0.8816030349070254,0.72467562346534,3,0.3619300282794188,1.7652201633269535,0.2,4.0587912701893964,1787.0235129007667,205507.70398358817,1,0.3772002223005861,0,D,679
37,Central,28,Male,Primary,16,2.0711726582385253,4,0,16,0.3685365552721337,1,6349.494400894781,0.9156150722672624,0.5201539674626582,5,0.32406437703220436,-0.2871351897559494,0.6320684460718727,0.5,159.76183295480627,18372.610789802722,1,0.47565469847571457,1,E,595
38,Western,56,Male,None,38,3.021633153852358,2,0,8,0.6962832713013742,2,7292.507849271168,0.8264796574522997,0.8547583969103548,9,0.35436873379384576,-0.7024252233862384,0.4508719264313199,4.270109782406564,4020.391533297388,462345.0263291996,5,0.42964328967451904,1,E,634
39,Rift Valley,34,Male,Primary,9,8.950078303534259,1,0,13,0.2746534721079094,2,3145.450594130777,0.8043328997889685,0.5837538033798622,6,0.9378053813361396,-0.30197062213337794,0.22782583292532727,5.650809335541159,8000.0,920000.0,1,0.417022748545205,1,E,645
40,Central,29,Female,None,18,3.001968994812032,3,0,11,0.3661998130507865,4,2685.913762695675,0.767814766860637,0.6764233372624433,12,0.4485987878279424,1.6278364018192526,0.5972085206658045,1.865932406965589,1899.974064257945,218497.01738966367,2,0.4294998498592144,0,E,634
41,Rift Valley,33,Female,None,33,17.36211145643304,2,0,10,0.7535201012967342,2,5215.420598289417,0.5388606087724639,0.8707597362456472,12,0.7525141560191522,-0.6335664707218508,0.5556634620264198,4.31046553874271,8000.0,920000.0,0,0.44333921185076397,0,E,623
42,Central,29,Female,None,19,2.5731736609885894,1,0,18,0.804267765430677,7,3653.5546274502312,0.7860930842504988,0.6312670198791772,7,0.4035348979182033,1.2940991578997985,0.6642046777665807,4.111761143664689,3200.05775911126,368006.6422977949,2,0.2922639271161595,0,D,751
43,Eastern,35,Female,Secondary,9,3.592067763287114,2,0,13,0.3130765417745142,2,11668.83377165663,0.8137900680705139,0.7105861952128739,6,0.22581321935666118,1.890929974072347,0.786295914704805,3.0687145682488532,3262.4318102439966,375179.6581780596,2,0.49548154321756094,0,E,578
44,Central,59,Female,Secondary,9,9.562496492225138,3,0,12,0.6956132796960368,6,1644.351436676503,0.3832629998817671,0.3490935038091145,7,0.38756003807261735,-2.0373647951629006,0.2221272003211821,2.4366954807679426,6425.296440782052,738909.090689936,2,0.41359085820521907,1,E,648
45,Western,51,Female,None,5,1.2123152343323769,2,0,10,0.42144297880348336,2,6901.921363436069,0.8225836488976483,0.34203221056165645,10,0.15370465962958252,-0.2539757429180681,0.4137858849621846,3.554464340379046,829.8233343829031,95429.68345403386,3,0.47734661378133086,0,E,594
46,Rift Valley,28,Male,Primary,23,8.682462173027998,4,0,11,0.6507812307446408,1,4645.634704968538,0.6337527509645059,0.5429306891785237,10,0.7245399391909463,-0.8031783117445601,0.6261457632457268,1.331265868302671,3518.7170832141164,404652.4645696234,2,0.4869377937281016,1,E,586
47,Rift Valley,34,Male,Primary,34,1.9734984443931112,3,1,12,0.7032428267396428,2,1251.742407659382,0.883424660500222,0.40450919405546887,11,0.20141086173815984,0.11242063667206026,0.4487872456292131,2.7077470310671163,1354.5502223147787,155773.27556619956,4,0.3911261440169535,1,D,667
48,Rift Valley,63,Female,None,38,2.7547581544862174,2,0,10,0.7332545972254653,6,4063.722904757686,0.5793058090284376,0.8984198089830469,11,0.6742864273450593,0.08828146495272278,0.6005904247512517,4.259606604633891,3837.969718677447,441366.5176479064,2,0.31623873736236896,0,D,731
49,Central,57,Male,None,22,4.056917890393955,1,0,18,0.8159128114651713,3,2014.0209968982447,0.7129854205987891,0.596285447717933,6,0.8546091566200713,-0.35358516470728846,0.6123124595015291,5.77400445460786,6927.750428570991,796691.299285664,2,0.3846909734689751,1,D,673
50,Coast,62,Female,Primary,5,1.740269819607368,2,0,13,0.791520026406064,2,27114.05094507764,0.7933781282478828,0.6422135550317846,15,0.4401681105793322,0.34599888044965305,0.5772880972506053,3.6950244642919072,1577.4469645251393,181406.40092039102,1,0.34438067929984223,0,D,707
51,Nyanza,32,Male,Primary,1,20.0,2,0,18,0.6228632903364417,3,6210.349214557789,0.6815648422477648,0.8662678927467998,7,0.45144767444337236,1.1332109589821815,0.4934003675615742,3.0993039795389024,8000.0,920000.0,3,0.3942665504057507,1,D,664
52,Eastern,48,Male,Primary,26,3.9680618308324442,3,0,20,0.7411127940001568,3,1825.3688790663653,0.7911115830133296,0.8789701191103795,11,0.23866296262906797,-0.5731221429335739,0.5714419224020219,2.6883433213664754,3200.931784072097,368107.1551682911,1,0.3908863522309287,0,D,667
53,Eastern,63,Male,Primary,18,3.7070818691512066,2,1,11,0.8247589339316543,9,13778.360497865497,0.78077360625027,0.7234831758443276,7,0.5311658414237815,-1.080655050226018,0.7878912173590482,5.3695099330009,6418.4951287517015,738126.9398064456,4,0.20778032142039513,1,C,823
54,Western,57,Male,None,26,2.0716355147714065,3,0,19,0.6739085364234143,2,981.8360417656304,0.553205546388121,0.9527605019502527,10,0.5005083920903567,-0.593271546631635,0.8282732659386305,2.5530132337304337,1896.8402478696794,218136.62850501313,0,0.4278755116240418,1,E,636
55,Eastern,43,Female,Primary,15,1.1348899794972283,2,0,20,0.894355176623547,4,9534.322179339602,0.9286300987542161,0.9674474821462622,10,0.08956942028235088,-0.46388634316317945,0.6875750432910603,3.3165830491940564,951.0283151006577,109368.25623657563,2,0.3383143465179069,1,D,712
56,Central,26,Male,None,2,8.2390587510453,2,0,14,0.98924571268211,5,32521.7424930571,0.7632211773787059,0.7079490363200812,8,0.2912269010219607,-0.4082574000993857,0.6255057011456324,3.890712388394024,8000.0,920000.0,1,0.3540985797462741,0,D,699
57,Central,35,Male,Primary,15,2.6731790252618457,1,0,17,0.8767412291791251,1,7355.383233396847,0.8015485978492085,0.6601743036408819,10,0.6520733078880622,-1.0669689115351368,0.3612480280156788,5.3498107763352865,4501.714032249492,517697.1137086916,0,0.4067790466295284,0,E,654
58,Central,59,Male,Primary,11,4.326097041757042,2,0,13,0.4438434920915538,2,802.0255277795477,0.6891294174145984,0.6047190959492902,10,0.5490405600525246,1.6649554395592172,0.5798181162714581,3.0985740041105725,3732.453360028008,429232.1364032209,2,0.4820677547725472,0,E,590
59,Rift Valley,41,Male,Secondary,20,1.5204635110788207,2,1,23,0.40248227724433183,1,10670.280745724052,0.6412300130434923,0.7566345941408236,13,0.4391258019153168,-1.9674236506956644,0.7780291713078137,5.33131593428641,2600.512834352762,299058.97595056763,3,0.45258423542214504,0,E,615
60,Rift Valley,27,Male,Primary,17,6.366962466627249,4,0,13,0.519979175172864,2,7626.280694309304,0.8552514539196706,0.9062558243660295,9,0.6957591409991268,2.0473046115544764,0.7379971964437954,1.187314840862741,2176.6973877007663,250320.19958558813,0,0.4686839032672817,0,E,601
61,Central,46,Female,None,5,2.581173285732084,2,0,12,0.4911490833868771,3,5072.43346045896,0.5865827719178279,0.6003385850788795,9,0.41656011967919115,0.9411525488046822,0.8915830224737765,3.5230591613379825,2873.425881037209,330443.976319279,3,0.4153394734285698,0,E,646
62,Eastern,59,Female,Secondary,33,0.8851220348964733,3,1,21,0.9363069768760285,4,4208.853058690578,0.795550037651003,0.5274219192336767,7,0.872323948823627,-0.22609223577475712,0.8381566137978688,2.5792755814446036,189.34430862336336,21774.595491686785,3,0.3146149161601299,0,D,732
63,Rift Valley,45,Male,Secondary,25,2.6338590328645126,2,1,11,0.3699309334368121,2,43762.940516237526,0.7984261791220599,0.7476911402389295,11,0.19765623959949485,-0.2888712376862065,0.5908838919227762,3.5279909579917637,2811.7198646977677,323347.78444024327,4,0.4129194524198345,0,E,649
64,Central,49,Female,Tertiary,7,6.191115555726779,1,1,18,0.6052962648279108,2,9685.88870952317,0.869324376730733,0.8217135371164604,9,0.7003802289861211,-1.2252264486509097,0.5386109041319745,6.239751505620871,8000.0,920000.0,2,0.32983868771703906,0,D,719
65,Rift Valley,63,Female,Primary,34,5.313592259745018,1,0,15,0.9308628887287567,5,4028.2401750796507,0.922348060992827,0.5626432195686082,12,0.1302681158153433,0.19344628426496718,0.5368400528409942,3.8977644702881347,6133.8166676799,705388.9167831885,0,0.34605928448793893,0,D,705
66,Central,26,Male,None,15,4.513095071173548,3,1,15,0.6897585100743119,4,2797.3762674143295,0.7294908143927273,0.3851786252395056,9,0.4469912435668491,0.22460026969656466,0.40952471676325886,3.0855910357071523,4149.692549968627,477214.6432463921,6,0.3407191611292192,0,D,710
67,Eastern,25,Male,Secondary,13,3.2280256218454153,2,1,10,0.8092276949955982,5,4689.218290684593,0.7859333005415817,0.8258851860843492,8,0.6166652887161087,-0.39089928896691095,0.6711290747099216,4.184495080675904,4020.8851158264433,462401.78832004097,4,0.28083647588584404,1,D,761
68,Central,31,Male,Primary,32,3.423795797918649,3,1,11,0.900765085451431,2,29243.644477458765,0.9324831004558389,0.8658736482152621,6,0.6839772525025005,1.3393939169397935,0.4648090292254409,2.8329821391688284,2968.310062425112,341355.65717888786,6,0.3850037035847461,1,D,672
69,Coast,44,Male,None,39,2.1282799566740227,4,0,14,0.3267452202487109,3,14948.585707848715,0.7525586210787291,0.42834550509154207,9,0.5394451461873492,-3.5625897858514772,0.6583591608544596,0.7409249241990599,607.7625089038884,69892.68852394716,1,0.4908935590221831,0,E,582
70,Nyanza,30,Male,Primary,14,8.407861403597675,2,1,15,0.45945898378093,2,6890.551041226974,0.7680717541465779,0.6734874836360509,8,0.5686577294897363,-4.338264220616471,0.6412618576744854,4.912636660372786,8000.0,920000.0,3,0.4151800769659425,0,E,647
71,Central,60,Male,None,20,3.1883536277796085,1,0,8,0.19361947375765753,5,6509.398676915345,0.7734897763524904,0.6495790094222671,7,0.7163061900526947,-1.2962936453678202,0.5693340494512007,4.709026601272849,4920.026940391214,565803.0981449897,3,0.3666655388915449,0,D,688
72,Central,45,Male,Primary,16,2.179766878718923,2,0,12,0.6024755168461638,0,7910.467220659459,0.8814668433018048,0.7808062418179228,9,0.9083797093473781,1.4368177769009307,0.6297316744448911,4.233309708450921,3263.2117397774273,375269.35007440415,2,0.5266068490316879,1,E,552
73,Eastern,59,Female,Primary,30,13.915124207398597,1,1,16,0.8278908428092774,4,4815.508861372718,0.7086203635716289,0.44830612825322314,14,0.26891773027676286,-0.11856351121697811,0.6495633708249114,5.314139188732218,8000.0,920000.0,2,0.3108438024177629,1,D,735
74,Nyanza,60,Female,Tertiary,19,8.940385404691483,3,1,15,0.6591094963607278,6,3842.480974382151,0.8495256596590559,0.8606762527749269,7,0.4378100908385691,-1.1641786289053637,0.6181279716555109,2.9430948645952215,8000.0,920000.0,3,0.2618063362605471,0,D,777
75,Nyanza,32,Male,Primary,22,3.5883518839803763,1,0,8,0.3706259535762597,2,3670.26626490928,0.6378567874961522,0.9521647990594246,7,0.43707124222451427,-0.5881035518619173,0.449435854272757,4.083858632792075,4851.970773645735,557976.6389692596,2,0.4151400379683195,0,E,647
76,Nyanza,28,Female,Primary,37,2.507269785648218,3,0,20,0.4809491709146645,0,8302.641445439933,0.8868708292824302,0.7784246672163989,7,0.5421114876647772,1.3631106758021103,0.5207309121342963,2.152848668617144,1541.786668272536,177305.46685134163,0,0.4764085639026931,0,E,595
77,Central,40,Female,Primary,10,2.5690151371579915,2,0,9,0.9220382103463256,2,24505.110273769453,0.5922290585272084,0.7433496100312234,4,0.7007885491922813,-1.5896491520873661,0.2810264184489454,3.9481101616768384,2860.613098618766,328970.50634115806,3,0.38813588698686435,1,D,670
78,Rift Valley,27,Male,Primary,8,1.5362855782300076,2,1,11,0.9549628248864692,7,3226.2628469526608,0.6972331337267168,0.9400635732267096,3,0.6027729208004399,-0.261503688521644,0.6568075066177108,4.986997767694636,2323.041250723554,267149.74383320875,5,0.25362277047235904,0,D,784
79,Central,31,Male,Secondary,29,7.115424953156589,2,1,16,0.5620899202523523,0,527.5675426762401,0.38959154526978557,0.6066691033573226,10,0.1002616051158595,0.4608894173767483,0.4051154900155127,4.004999850493693,8000.0,920000.0,6,0.40383701996662746,1,E,656
80,Eastern,26,Male,None,14,14.45626304894822,3,0,15,0.7016081376190254,3,801.5523609749041,0.6950387433848543,0.8813302664928698,15,0.7780599667936307,-0.777345968540622,0.8975503740014139,2.722549188338521,8000.0,920000.0,6,0.38495014022395363,0,D,672
81,Western,25,Male,Primary,11,5.251150886735969,3,0,20,0.5913578178648025,3,2838.9722779241783,0.44141968613581034,0.7497541173961638,6,0.26251016349198564,0.9845311643411461,0.38495499835580205,2.4129709491620965,3705.746751910087,426160.87646965997,3,0.43084143386321094,1,E,633
82,Rift Valley,25,Male,Primary,30,11.488305567918038,2,0,19,0.8178859053233675,1,8779.007141953512,0.6829225939707628,0.733421961626762,8,0.7271895813745478,0.9109355018012564,0.5617874157983258,4.404691428339428,8000.0,920000.0,0,0.42653018140925164,0,E,637
83,Central,62,Male,Primary,33,6.611586117147033,4,0,9,0.7417618216544415,1,9957.93976208551,0.9553207720524571,0.6896552031471986,5,0.829638266063242,1.7453634209058393,0.2,1.3089399568507407,2492.3148598403873,286616.20888164453,4,0.4534171209223433,0,E,614
84,Rift Valley,31,Male,Primary,34,1.024529657805101,2,0,22,0.5681108799426625,4,4773.067110160864,0.8808640501501935,0.8751751671187264,12,0.8728217017803024,0.5770329057168071,0.9,4.158468989692818,1496.1067765694397,172052.27930548557,2,0.35994711345799113,0,D,694
85,Rift Valley,48,Male,None,39,10.70552348061246,3,0,13,0.2592848954002964,2,2748.7769310424183,0.8339170364859528,0.6550045595901633,12,0.4497866858565889,-2.9074902493484847,0.9,2.8365175503880917,8000.0,920000.0,3,0.5052473827485581,1,E,570
86,Nyanza,29,Female,Primary,37,2.774503891466732,1,0,9,0.8363772090473286,1,2545.174277539897,0.7889890061446504,0.860557743876492,9,0.6068635227483797,-0.7602403052506231,0.9,4.758599380468512,4237.542503223988,487317.38787075866,4,0.3409877040523303,0,D,710
87,Western,45,Female,Primary,37,3.9564136767440203,3,0,11,0.49112779345497526,5,12490.14834908769,0.9671227389641358,0.9541087946508313,13,0.6435094791361007,-1.530816353187381,0.32523311578443204,2.353687801214756,3258.394097065508,374715.3211625334,4,0.33086690174530187,0,D,718
88,Eastern,52,Female,None,5,1.6034904230495535,2,0,8,0.49992297538380276,5,1354.1840942363249,0.4935825121952929,0.6986606521798043,14,0.8839329309757877,0.4157292682419899,0.8794233442635103,3.676378596638247,2105.906009275611,242179.19106669523,2,0.36171893579075237,1,D,692
89,Rift Valley,42,Female,None,5,0.8155849978710868,3,0,15,0.9385948463679606,1,8789.503871755085,0.9657816057345487,0.39817162949289675,6,0.6101646603299763,-1.5236378929242809,0.48639985535565455,2.7021367799448797,603.6803346335103,69423.23848285367,2,0.47445639901204806,1,E,596
90,Central,48,Female,None,17,2.0181589940210327,2,0,12,0.9311511043962423,5,8316.855401678626,0.8221195217039468,0.6700633197533646,9,0.4591346244265426,-1.6455375820499518,0.6752631655962171,3.404983993891417,2451.524695945351,281925.34003371536,2,0.35636590103041355,0,D,697
91,Nyanza,56,Male,Primary,19,4.134626349389919,2,0,16,0.6719321977954816,7,431.65015801156176,0.704241731083356,0.8008118148897558,8,0.6678152919129816,-0.8969052397994837,0.6025620097906608,3.5566721154235164,4389.986156398789,504848.4079858607,1,0.2785145018700136,0,D,763
92,Nyanza,57,Female,Primary,26,3.680729893088949,4,1,5,0.4945562987299796,3,23977.06529696821,0.4448985492082293,0.6751495722440776,5,0.20796347037335242,0.02321285461248437,0.38210546712739923,1.2505393318239637,1184.97528404905,136272.15766564076,3,0.3992585173846313,0,D,660
93,Western,34,Female,Secondary,2,6.280985669954547,2,1,16,0.9174861621965992,6,7606.088347084502,0.8349351262814033,0.5839238091721531,6,0.624914966401732,0.20174131925546873,0.3889744857922981,5.138558132087219,8000.0,920000.0,4,0.28167135579400154,0,D,760
94,Nyanza,33,Male,Primary,14,4.187528280904123,1,1,16,0.46158419925559785,1,2621.1079889356897,0.927177683757861,0.2514344499363352,3,0.46735226203521,-0.6490251068585036,0.46958470794720963,6.287428540133409,7302.38790741885,839774.6093531677,5,0.39170390036588343,0,D,667
95,Rift Valley,57,Male,Primary,28,3.752133164436891,3,0,12,0.411125656041781,2,4749.604231518981,0.8996639827888673,0.705421431493178,10,0.7351903374651363,0.29179403330015846,0.9,2.991992202592208,3341.2264135152436,384241.037554253,2,0.49666958382021054,1,E,577
96,Rift Valley,57,Male,Primary,4,2.148680586695,2,0,13,0.4946060022310495,2,13948.788444739552,0.9813737458745649,0.4222749749387915,4,0.8813066584037795,-0.797479570254627,0.42950219201490314,3.564530218240221,2223.033098678076,255648.80634797874,2,0.3653673691436904,1,D,689
97,Rift Valley,31,Male,Primary,3,16.76693936027455,2,1,17,0.48754802578781026,0,2850.0397372588955,0.8210151354016495,0.7932314614430083,6,0.5761458688941927,1.4636439099510883,0.8167317235030765,4.369874797867256,8000.0,920000.0,3,0.39239946382411345,0,D,666
