farmer_id,region,age,gender,education_level,years_farming,acreage_ha,soil_class,coop_member,mpesa_transactions_per_month,mpesa_consistency_score,mpesa_savings_frequency,mpesa_avg_savings_balance,mpesa_bill_payment_score,mpesa_income_regularity,mpesa_business_contacts,water_access_index,rainfall_anomaly,ndvi_mean,expected_yield_t_ha,expected_income_usd,expected_income_kes,advisory_interactions,pd_latent,default_12m,risk_tier,credit_score,income_per_hectare,mpesa_engagement_score,age_group
542,Central,39,Male,Primary,15,3.029159425785411,3,0,11.0,0.6606543770260119,1.0,9140.163327919689,0.8840914349450059,0.6476893074440814,4.0,0.4370173048076417,1.1626788958015415,0.30865327522783964,2.39094133287502,2119.852915060766,243783.08523198808,1.0,0.5012741173821821,0,E,573.0,699.8155650097958,7.267198147286131,Middle
4351,Western,64,Male,Tertiary,27,7.101638518705087,2,1,10.0,0.5923921768797075,3.0,2813.5267273711065,0.27747863384093674,0.618419598404913,10.0,0.503297026162009,-0.14600507436595472,0.7263187757411271,4.2977461456598505,8000.0,920000.0,4.0,0.3853618756225492,1,D,672.0,1126.500592634884,5.923921768797075,Elderly
12807,Rift Valley,44,Female,Secondary,25,1.3788993500247553,3,0,10.0,0.8206644994030539,5.0,3195.985708158359,0.6291519040817641,0.7186218977105866,4.0,0.6306794940506457,-1.4108608015722885,0.394129087104354,2.016332049809102,731.7335682004468,84149.36034305139,1.0,0.35059588917953527,0,D,701.0,530.6649598372137,8.206644994030539,Middle
6631,Central,50,Male,Secondary,31,5.030863117057152,2,1,16.0,0.4467581215639319,3.0,9045.842519718371,0.6260005976906798,0.3429691424389678,2.0,0.658100884525627,0.851459950707264,0.40603424481831585,5.186980024423866,7228.105399022293,831232.1208875637,5.0,0.3534787069723693,0,D,699.0,1436.7525473939822,7.1481299450229105,Senior
6705,Eastern,56,Male,None,5,3.2651955664684413,3,0,12.0,0.8449273690802052,3.0,3219.778301376145,0.488560594921161,0.27144967542063536,11.0,0.8808583013977042,0.7591240420700752,0.34071597577918106,2.3180291287559207,2022.7271265803556,232613.6195567409,4.0,0.3976503081794254,0,D,661.0,619.4811567651642,10.139128428962461,Senior
6978,Nyanza,26,Male,Secondary,8,2.4774749943795267,2,0,13.0,0.38080979409877924,4.0,18665.14781389538,0.7919387338651515,0.6420214806591725,16.0,0.47899272221030287,-1.3116205771686908,0.7859453053021652,3.08537200500356,2186.4852094719226,251445.7990892711,3.0,0.41009393845305625,0,E,651.0,882.5458236439309,4.95052732328413,Young
7399,Central,46,Male,Primary,19,2.5748627132146193,2,1,14.0,0.5762279516505916,5.0,8253.955568261114,0.7064576758797583,0.38112266436201353,6.0,0.5775236322281585,-1.0285508655672442,0.9,4.5846548592888,3254.448394855285,374261.56540835777,2.0,0.31772645036031255,0,D,729.0,1263.9308411096717,8.067191323108283,Senior
11119,Rift Valley,40,Female,Tertiary,8,1.5095228984662115,1,0,11.0,0.7738313606353914,0.0,13798.017194508779,0.9364656748100123,0.5580180717710957,4.0,0.4871353238409648,-3.238256988560274,0.5793855760752611,4.475294587604124,1809.3156878436414,208071.30410201877,3.0,0.4573386332284624,0,E,611.0,1198.601021343924,8.512144966989306,Middle
12665,Rift Valley,61,Male,Primary,32,2.9372579790124322,3,0,19.0,0.8122633904571043,5.0,20253.00078771229,0.8599652322161692,0.4197148735442306,6.0,0.546182735054191,-2.1396114918844455,0.6149225721904569,2.292434347133133,2159.1666613605303,248304.166056461,2.0,0.3974827827534931,0,D,662.0,735.0960238386986,15.43300441868498,Elderly
5304,Rift Valley,49,Male,Primary,31,4.139966279727206,1,0,22.0,0.5194480798869666,0.0,4171.554781380175,0.636544229339426,0.9237605102454169,6.0,0.19865358044885106,-2.3635629232531947,0.5905343576434642,3.9365549683149723,5298.340001960882,609309.1002255013,6.0,0.4733412845884135,0,E,597.0,1279.8026949895843,11.427857757513266,Senior
2312,Rift Valley,32,Female,Secondary,14,3.527134723781164,2,1,17.0,0.7236427878771069,1.0,10963.053457169191,0.7128378397282267,0.5812781371767825,16.0,0.7378826882798113,0.08902742180666746,0.45332701845619433,4.8012012316435975,5005.579101406744,575641.5966617755,8.5,0.40358237253104534,0,E,656.0,1419.163001531355,12.301927393910818,Middle
7040,Nyanza,26,Male,Tertiary,8,2.5572677235315537,2,1,8.0,0.4916416547896608,0.0,20253.00078771229,0.8567864250449515,0.8818830944718588,6.0,0.36155264145375215,2.0122058995461387,0.5538151403708265,4.667056079942924,3730.867694128061,429049.784824727,3.0,0.43196668529619475,1,E,632.0,1458.9272995538304,3.9331332383172866,Young
1889,Coast,41,Male,Secondary,9,7.038978259993998,2,0,15.0,0.5808226929568763,2.0,1841.709926244961,0.4999784872886448,0.9434206600452099,8.0,0.37837580143577876,-2.3542762689391026,0.7634456001312947,3.4931761904264085,7949.079445852367,914144.1362730222,3.0,0.4284785996126545,1,E,635.0,1129.294501594205,8.712340394353145,Middle
8991,Central,27,Male,Primary,9,11.411477946801375,1,0,14.0,0.6485081751344388,4.0,16392.18376470412,0.47184480634083104,0.41547121886468125,11.0,0.5235484247893537,-0.5708235541475734,0.7720653715618363,5.6385592584609485,8000.0,920000.0,0.0,0.341765251558602,0,D,709.0,701.0485440444103,9.079114451882143,Young
169,Western,34,Male,None,16,0.7592489285803957,1,0,13.0,0.7951733438891602,3.0,20253.00078771229,0.4876284346047821,0.44435025684338114,9.0,0.25506231351419983,-0.623620561062686,0.7528501673223013,4.203137566557045,717.5151711238324,82514.24467924073,3.0,0.38432670744321895,0,D,673.0,945.0328398426653,10.337253470559082,Middle
1795,Central,49,Male,Tertiary,20,4.70317000345832,3,1,20.0,0.6853453888425743,4.0,737.1506072504812,0.9363425039596892,0.8574362618008005,9.0,0.48399026256132194,0.21955646259645764,0.6498490372407838,3.369248961476769,4994.716593699011,574392.4082753863,5.0,0.3237789227190724,1,D,724.0,1061.989379509206,13.706907776851487,Senior
3975,Eastern,41,Male,Secondary,9,9.499219499604747,2,0,14.0,0.873676046578836,3.0,9143.774156598392,0.7430936715612491,0.5463302123065068,6.0,0.6988657275963094,-1.0196640028530775,0.5432048795211424,3.7246748018176787,8000.0,920000.0,4.0,0.3031060996533091,0,D,742.0,842.1744544731146,12.231464652103703,Middle
6820,Rift Valley,64,Female,Primary,4,4.296090973123875,4,1,19.0,0.789436851806491,1.0,1890.5126421300902,0.7780508726254638,0.9223513634258416,13.0,0.19015796964354786,0.4373747197262178,0.4734207584741643,1.1830215918123996,1495.4751671201427,171979.64421881642,4.0,0.4153630297055136,0,E,646.0,348.101373196182,14.99930018432333,Elderly
7826,Eastern,50,Male,Primary,32,9.472979502936695,2,0,20.0,0.8048759897733464,2.0,3493.065008021598,0.7788975779792431,0.6624224520267447,7.0,0.4559359288205636,0.0455176455020668,0.6596244928055722,3.4468288337605424,8000.0,920000.0,2.0,0.3997987826965866,0,D,660.0,844.507263793819,16.09751979546693,Senior
11809,Central,54,Male,Primary,20,5.866998768119993,2,0,13.0,0.6505633534043148,4.0,14655.0031306507,0.8400097328040153,0.7980348178224277,4.0,0.5760342292260536,-0.8336255955182017,0.41620582868178885,3.857372102371266,7151.626405963966,822437.0366858561,1.0,0.361237444794587,0,D,692.0,1218.9582252555365,8.457323594256092,Senior
1039,Rift Valley,57,Male,Primary,8,6.418167225484,1,0,15.0,0.6547585599211287,3.0,7330.029598664689,0.6713741514356627,0.38682354006279435,11.0,0.4320852229869645,-0.6844865180937132,0.5485280061451867,4.472220254363244,7674.944532775551,882618.6212691884,3.0,0.3905601754142469,0,D,668.0,1195.8156064088494,9.82137839881693,Senior
2848,Western,57,Male,None,8,2.364904401005431,2,0,16.0,0.7097004335066328,3.0,1069.0343272829175,0.6209486126802622,0.8333435831249352,13.0,0.5166916735298571,0.8787994203115552,0.6432879229623346,4.191412987180968,3066.218232593667,352615.0967482717,4.0,0.4329108890500497,0,E,632.0,1296.5506052972266,11.355206936106125,Senior
3371,Western,53,Male,None,25,1.9706516159927399,3,0,21.0,0.8323042913889009,0.0,4103.2673210183275,0.7321398805239426,0.9085213063465147,9.0,0.6554815303717617,-2.5856379337156725,0.5524463416949897,2.528115008799116,1248.6583214883021,143595.70697115475,3.0,0.4354832485497793,0,E,629.0,633.627126862439,17.47839011916692,Senior
8829,Central,60,Male,Tertiary,15,3.9829032511782607,1,1,12.0,0.62337861226875,1.0,4207.14198615471,0.6081919920969412,0.5703944080775668,8.0,0.3957816537850216,-0.7195565375640434,0.5033827486812588,6.0853574234065215,6703.004659862901,770845.5358842335,5.0,0.3771655092531981,0,D,679.0,1682.9443843206468,7.480543347225,Senior
10349,Rift Valley,57,Male,Tertiary,18,1.3593228823199623,3,1,15.0,0.6656581485147062,1.0,6467.778989281449,0.8492120262963425,0.32900763703013863,12.0,0.5136730090768363,0.8694007971823311,0.3091064113899361,2.6972462236586496,1188.3127878822986,136655.97060646434,3.0,0.43810092267242295,0,E,627.0,874.194647451384,9.984872227720592,Senior
8797,Rift Valley,63,Male,Primary,7,6.225282213950399,3,1,16.0,0.8022246056818529,3.0,2311.8020752018783,0.8828487934874201,0.523832944775077,9.0,0.777233749220467,0.34533024715194716,0.9,2.9207391540075824,5226.064405723059,600997.4066581518,3.0,0.3545166692195727,0,D,698.0,839.4903598124168,12.835593690909647,Elderly
764,Central,26,Male,Secondary,8,0.5866918144907085,1,0,10.0,0.4041040753187637,2.0,871.9977727384951,0.7622000540529518,0.9150664592941931,5.0,0.4348316429937969,-0.31590854217712594,0.7496328865708664,4.718588338670416,923.5089009356853,106203.52360760381,2.0,0.41507265225274953,0,E,647.0,1574.095424762929,4.041040753187637,Young
1593,Central,64,Male,Primary,15,1.1237345860844148,1,0,15.0,0.7377228958833857,2.0,20253.00078771229,0.7414907076040147,0.9620143403069898,4.0,0.5585793183963458,-3.1979065288235353,0.7293724700037976,4.502397093177217,1508.404384434319,173466.50420994667,3.0,0.413074727021053,0,E,648.0,1342.3137483827588,11.065843438250786,Elderly
14232,Central,64,Female,Primary,1,8.969202610016293,3,0,18.0,0.7073728413333424,5.0,6557.60117546464,0.6195461496561103,0.832641368347145,8.0,0.3323052532928752,1.6519812633727047,0.7656516241881015,2.116418627010547,6025.1570623702955,692893.062172584,3.0,0.36413518451153476,0,D,690.0,671.7606151121778,12.732711144000163,Elderly
5872,Western,61,Male,None,18,2.0596621456845745,3,0,15.0,0.6388831596288694,3.0,3362.058697565829,0.7766267798469655,0.38587872354497377,10.0,0.43715695311551,-1.8579177692405582,0.442657776382162,2.3863024394515366,1356.2733964309089,155971.44058955452,4.0,0.4329583899315026,0,E,631.0,658.4931413497048,9.583247394433041,Elderly
9940,Eastern,58,Male,None,23,2.2395987985318544,1,0,12.0,0.5164427203604895,5.0,2036.259947518193,0.6873985601035765,0.8598471087297623,4.0,0.5829730137582131,0.15780104983719645,0.6476560373572774,4.99454737133147,3882.325655688547,446467.45040418295,2.0,0.3197960859080505,0,D,728.0,1733.491578149428,6.197312644325875,Senior
5169,Nyanza,62,Male,Primary,14,4.320137532338906,2,0,11.0,0.8624750766974792,2.0,6421.868567947039,0.9333915807099741,0.588485304954695,5.0,0.657054497948127,-0.5473586697171358,0.2,3.2798605720097638,4058.005496704817,466670.63212105393,5.0,0.34615468340494937,0,D,705.0,939.3232197651421,9.487225843672272,Elderly
10909,Central,61,Female,Primary,6,0.9054242506368737,2,1,3.0,0.8539334416323324,3.0,3063.8696332946265,0.7499364542081396,0.5405912937758968,5.0,0.3883054684560016,-0.7404121007873655,0.5601204755691053,4.33494925355814,906.436076525074,104240.14880038351,5.0,0.28430887658035736,0,D,758.0,1001.1175157805731,2.561800324896997,Elderly
4122,Western,32,Male,Secondary,14,1.5330883877235535,3,1,15.0,0.24954851024621652,5.0,6362.732768132858,0.9773319237441488,0.8987099280267672,10.0,0.44323200992021955,-0.3211481852602386,0.738898707213263,2.135994602315801,1170.5768790185061,134616.3410871282,6.0,0.28142281619094495,0,D,760.0,763.5416773045081,3.7432276536932476,Middle
12948,Eastern,62,Female,Secondary,6,4.849240252053073,1,1,13.0,0.6573066777906867,5.0,8236.165215336257,0.8526647307209856,0.7812667745038266,9.0,0.2748295804048057,1.2129202454643973,0.9,5.722183741850142,8000.0,920000.0,3.0,0.27648572140705957,0,D,764.0,1649.7429667694764,8.544986811278928,Elderly
14482,Central,63,Male,Secondary,36,6.873178757204598,2,0,8.0,0.6622128268586926,2.0,20253.00078771229,0.6483030616736548,0.5501452587052991,7.0,0.1760781452729347,0.4332831044366352,0.7282927076767964,2.44299391621576,4600.809611016427,529093.1052668891,2.0,0.4322979523810137,1,E,632.0,669.385996427602,5.297702614869541,Elderly
149,Central,26,Male,Secondary,8,0.7925518933336273,3,1,14.0,0.5171487491536323,5.0,3339.2324307983017,0.7138083766219394,0.9418035220753617,11.0,0.743947391233883,0.28006464130222475,0.42902970885229097,2.595067902799302,548.7669606554973,63108.20047538219,3.0,0.3210764250099527,1,D,727.0,692.4050844762692,7.240082488150852,Young
11736,Western,33,Female,Primary,15,3.1673788324779237,4,0,25.0,0.8086781818721416,5.0,10494.129905335316,0.7252375993974145,0.6442820956610669,7.0,0.6226015573359351,1.1240449635892733,0.5397630498971568,1.6395157644827172,1677.534563347986,192916.4747850184,2.0,0.33376721249131996,0,D,716.0,529.6286462947681,20.21695454680354,Middle
387,Central,53,Male,Secondary,25,8.21630489472033,2,0,15.0,0.659287227353157,3.0,1769.8139486504838,0.2885226271916492,0.650907420816534,9.0,0.6444529899892973,0.2918049463286382,0.7391880988117295,3.938851940561294,8000.0,920000.0,0.0,0.3588831890687047,0,D,694.0,973.6737015614739,9.889308410297355,Senior
3946,Western,32,Male,Primary,14,2.036416426408803,2,0,16.0,0.71919862016821,5.0,5776.065643052305,0.7224254103974664,0.8783451857803918,5.0,0.3459442568949768,2.010680110238462,0.5903251540970541,3.1756052898943476,2089.059422119053,240241.83354369111,1.0,0.3641662350962608,1,D,690.0,1025.8508009597456,11.50717792269136,Middle
13402,Rift Valley,28,Male,None,5,0.7205685858498252,2,0,20.0,0.7248825603294307,5.0,19676.286405782936,0.818219650266862,0.4154501572459116,7.0,0.37569804355070197,-1.0466304241568694,0.395189431062578,3.0524424038221625,546.2689076910461,62820.92438447031,2.0,0.3827557132894768,0,D,674.0,758.1081362945996,14.497651206588614,Young
1373,Rift Valley,33,Male,Secondary,15,11.411477946801375,4,1,12.0,0.9655187119382375,5.0,8899.368473526785,0.8182616166624249,0.7789754645378462,6.0,0.4244996395694598,-1.1125547662212159,0.42843959057343817,2.4185850610447726,8000.0,920000.0,3.0,0.2917260472801838,0,D,752.0,701.0485440444103,11.586224543258849,Middle
2884,Central,50,Male,None,27,2.218143065237045,2,0,11.0,0.9408776137947311,0.0,4577.680022198442,0.5060438407049159,0.5904047029722578,8.0,0.7178709431753957,-0.17524852433181728,0.5645152647448275,3.312189230423217,2128.2569643043216,244749.550894997,2.0,0.4609219664334887,1,E,608.0,959.4768694853694,10.349653751742043,Senior
14042,Western,56,Female,None,34,4.497309772830766,3,0,10.0,0.8341486906428985,2.0,2452.8568142322774,0.6873516150822865,0.7453616285170742,11.0,0.4420602953740575,0.9211678497149343,0.45884881573074066,2.6550989279217934,3649.4461413075996,419686.30625037395,1.0,0.41912331575686695,0,E,643.0,811.4731529846362,8.341486906428985,Senior
11360,Nyanza,32,Female,None,14,3.8741018893030588,3,0,16.0,0.7873852081067502,4.0,2150.8509892290376,0.4691624950816568,0.5662309689879395,9.0,0.30739556552772757,-1.7127516140413392,0.7755261137308945,1.6474746594441951,2198.3663828869276,252812.13403199668,3.0,0.4092315273256002,0,E,652.0,567.4518754803344,12.598163329708003,Middle
2991,Eastern,56,Female,Primary,30,0.7374774642110882,3,0,13.0,0.9716330537852613,4.0,3584.900873486993,0.746232591955018,0.529770392233343,10.0,0.7137665199696401,-0.19134893241703652,0.7851196622383958,2.174511737764215,520.6036049052441,59869.41456410307,2.0,0.34367481211684087,0,D,707.0,705.9247640362224,12.631229699208397,Senior
11595,Nyanza,37,Male,Primary,13,5.682964880693896,1,0,8.0,0.8497471377291509,3.0,10596.06471419778,0.6830475464680166,0.48367813567812296,6.0,0.09480129142754093,-0.8675292199018282,0.8140417740608937,3.9674999593231273,6665.254339594208,766504.249053334,3.0,0.35558220568386173,0,D,697.0,1172.8480607433164,6.797977101833207,Middle
10581,Coast,33,Male,Primary,3,7.238787225058245,2,0,16.0,0.4551751836886377,4.0,2916.2485295116726,0.26541277408639613,0.9392866678812665,8.0,0.1772850060700133,-1.157350270580532,0.7184447969666585,3.95774142947679,8000.0,920000.0,2.0,0.4048926939230595,0,E,655.0,1105.157501011591,7.282802939018203,Middle
14867,Rift Valley,42,Male,Primary,24,9.449178837744762,3,1,17.0,0.3980468407842707,2.0,20253.00078771229,0.8639308359451665,0.5065656040404405,3.0,0.28149114612206483,0.8792253457938937,0.8041473899533884,2.5854566930352565,7014.864925586726,806709.4664424735,4.0,0.4149342154478813,1,E,647.0,742.3782580519944,6.766796293332602,Middle
14424,Rift Valley,32,Male,Primary,14,11.411477946801375,3,0,9.0,0.26308097543981973,4.0,1370.6959778762002,0.8455084715788141,0.8070299187836798,7.0,0.5611336565709681,1.0059621737465627,0.6316296164493017,2.506506503926133,8000.0,920000.0,1.0,0.37158172155710506,0,D,684.0,701.0485440444103,2.3677287789583774,Middle
3024,Central,59,Male,Primary,27,1.7962983027663468,2,1,13.0,0.7813251076703359,2.0,2645.8293629680466,0.6327923700889826,0.8370396533534391,6.0,0.4764402525924622,-0.8208897425807975,0.38855939635391645,4.365504368601568,2471.1107141539674,284177.73212770623,4.0,0.3812680723183805,0,D,675.0,1375.6683454793624,10.157226399714366,Senior
251,Rift Valley,63,Male,Primary,7,4.249980899738326,3,1,16.0,0.6357011145157598,7.0,13167.831946392502,0.5058669956014165,0.8800168038077758,8.0,0.28400893061206867,0.9685055692750341,0.5817358500633463,2.7657467985794932,3518.4325586601803,404619.74424592074,2.0,0.3005965949438546,1,D,744.0,827.8702049877006,10.171217832252157,Elderly
12146,Central,32,Male,Primary,14,1.7342984433174877,2,0,8.0,0.8116637281606456,5.0,3537.5973379286957,0.8941824834597977,0.7171781552140866,10.0,0.3543545487065917,0.5100667813683958,0.8291009012749626,3.576114934294157,1954.4794991383367,224765.14240090872,1.0,0.27332538819904295,0,D,767.0,1126.956843367553,6.493309825285165,Middle
11438,Eastern,61,Female,Primary,7,2.693949587852551,2,0,15.0,0.5857315582881969,1.0,9078.23283819625,0.8087211681702372,0.5742678474804093,9.0,0.21521976979327384,-1.1232702709624218,0.38651026409791017,3.1505826572899718,2305.7402478737363,265160.12850547966,4.0,0.45971005520164104,1,E,609.0,855.8958409135373,8.785973374322953,Elderly
7092,Western,37,Male,None,13,4.683920161421458,3,0,21.0,0.5110689584536582,5.0,6420.529671372594,0.9042943164505598,0.8406106825856562,8.0,0.6763924302080934,-0.13482202609629465,0.4219310094773888,2.614294138488928,4060.4319509763927,466949.6743622852,6.0,0.3390878635086537,0,D,711.0,866.8875239205931,10.732448127526823,Middle
932,Coast,46,Male,Primary,7,7.655714083616458,3,1,23.0,0.8311386130458249,3.0,2096.201793325907,0.6985966184252725,0.40173355935666416,15.0,0.14559084343097228,3.001229636192393,0.8368691103916619,2.692900566510557,5843.6701819746695,672022.070927087,4.0,0.3828604570100933,0,D,674.0,763.3083103874482,19.116188100053975,Senior
7217,Nyanza,37,Female,Secondary,19,8.284384452856731,3,0,18.0,0.6873003248429146,3.0,878.126040873893,0.6941118345088358,0.8084635971388218,9.0,0.8993228067640906,-0.4338727245596777,0.9,2.704053075712624,6789.349296655808,780775.1691154179,1.0,0.3949280860642763,0,D,664.0,819.5357585456593,12.371405847172463,Middle
3684,Western,50,Female,None,7,2.111709988702122,2,0,16.0,0.7445753117436672,3.0,17123.445547657255,0.4921021275118341,0.4787729495786195,16.0,0.26636447449614625,-1.0412497499151447,0.5992784007496538,4.006904914835448,2650.906167401957,304854.20925122505,2.0,0.425392441814176,1,E,638.0,1255.3362827209198,11.913204987898675,Senior
8368,Western,39,Male,None,21,3.589100715142537,3,0,15.0,0.9235929385804761,1.0,6645.335101705816,0.6342974316582336,0.2727501443501272,5.0,0.05240724174800947,2.088528513705835,0.6640808673170656,1.394855056150703,1211.0566744236135,139271.51755871554,1.0,0.5448075541839381,0,E,536.0,337.42621635389736,13.85389407870714,Middle
9478,Central,56,Male,Secondary,10,10.684104832087561,2,1,6.0,0.971641324808441,7.0,1600.4299308318368,0.8705221847202572,0.9096228075306914,5.0,0.5990635745537352,0.5223157234816778,0.5250399632943991,4.656804033600823,8000.0,920000.0,3.0,0.22126793659175828,0,C,812.0,748.7758802191465,5.829847948850646,Senior
11724,Western,37,Female,Secondary,15,1.8361455278401204,2,0,14.0,0.9117210138231876,3.0,583.7493245738253,0.6482369217220725,0.23928025879385145,7.0,0.6195706452411418,0.30935010849577893,0.42529971871431327,4.398618026571454,2129.8958267626804,244938.02007770824,3.0,0.39530211008326727,0,D,663.0,1159.9820354479755,12.764094193524626,Middle
7417,Central,40,Male,Primary,22,7.172536533623803,3,0,12.0,0.8015239211153135,1.0,6236.741601707889,0.9543603531179847,0.2862780912817245,11.0,0.38458703927552707,-1.6205360006404754,0.8357222373373493,1.9676509039175083,4147.540479227854,476967.1551112032,3.0,0.49211614552872424,0,E,581.0,578.2529597144317,9.618287053383762,Middle
10504,Nyanza,43,Male,Primary,25,3.2412806492885546,2,0,15.0,0.8527706072475443,4.0,3455.4885001231482,0.7131279506788436,0.6175007054808269,7.0,0.61053976729128,1.1580418825677987,0.6639585651109681,4.076048424363263,3594.5650598819543,413374.98188642476,1.0,0.3693412268235038,1,D,686.0,1108.995316610718,12.791559108713164,Middle
10515,Rift Valley,44,Male,Primary,26,1.294249601332991,3,0,15.0,0.8451034100352455,3.0,2746.0351579681615,0.8968296596660605,0.469485641671229,7.0,0.770967827036774,-0.535157590786004,0.5573678037330981,2.575423383724918,1063.191060864544,122266.97199942256,0.0,0.38748676959084805,0,D,670.0,821.4729676327719,12.676551150528683,Middle
13509,Western,44,Male,Primary,20,4.556032987734004,3,0,12.0,0.7087604379023926,0.0,7980.9345782256,0.9262966934812563,0.8306539733324654,11.0,0.8413063523440415,-1.0148847973512982,0.5110594843898012,2.5419195242769486,3442.107647152773,395842.3794225689,0.0,0.467253682123276,0,E,602.0,755.5054268526588,8.505125254828712,Middle
7172,Rift Valley,35,Male,None,17,2.6618753858211557,3,0,11.0,0.9586231468486056,3.0,5351.546633539295,0.5565698380098357,0.6060936239615348,9.0,0.1229584610029774,0.7915979814554551,0.6747001924048208,1.3969505523867412,1169.6696112746406,134512.00529658367,1.0,0.42438522738132006,1,E,639.0,439.4156155863066,10.544854615334662,Middle
3328,Central,31,Male,Secondary,13,4.039221558514145,2,1,17.0,0.6790060777770615,2.0,10700.275797671467,0.9056982433460167,0.9749899262670721,7.0,0.21266982754405628,-2.201985997554902,0.3616409891958321,3.527810911178986,4442.190033957044,510851.85390506004,4.0,0.32251570716554245,0,D,725.0,1099.7638949993955,11.543103322210044,Middle
5023,Nyanza,35,Female,None,8,3.871525326950261,2,0,10.0,0.5498227709229604,4.0,2758.4137953503387,0.576532266710729,0.5235105096147135,13.0,0.6302913988440811,-1.537111599100831,0.47653287053815885,4.128558772262338,4252.81092981258,489073.2569284467,1.0,0.4435000930725163,0,E,623.0,1098.4845947430936,5.498227709229604,Middle
2214,Nyanza,41,Male,Primary,19,3.4393129879721305,2,1,21.0,0.862337653933897,1.0,2821.097347470568,0.4530515225693674,0.8265262523494068,8.0,0.8026304996814552,-0.0836753248428183,0.7021166236531369,4.5325225273182035,4737.7538450527445,544841.6921810656,3.0,0.3568437150346391,0,D,696.0,1377.5291349235981,18.10909073261184,Middle
