farmer_id,region,age,gender,education_level,years_farming,acreage_ha,soil_class,coop_member,water_access_index,expected_income_usd,mpesa_transactions_per_month,mpesa_consistency_score,mpesa_bill_payment_score,mpesa_income_regularity,pd_latent,default_12m,risk_tier,credit_score
65,Rift Valley,63,Female,Primary,34,5.313592259745018,1,0,0.1302681158153433,6133.8166676799,15.0,0.9308628887287567,0.922348060992827,0.5626432195686082,0.34605928448793893,0,D,705.0
66,Central,26,Male,None,8,4.513095071173548,3,1,0.4469912435668491,4149.692549968627,15.0,0.6897585100743119,0.7294908143927273,0.3851786252395056,0.3407191611292192,0,D,710.0
67,Eastern,25,Male,Secondary,7,3.2280256218454153,2,1,0.6166652887161087,4020.8851158264433,10.0,0.8092276949955982,0.7859333005415817,0.8258851860843492,0.28083647588584404,1,D,761.0
68,Central,31,Male,Primary,13,3.423795797918649,3,1,0.6839772525025005,2968.310062425112,11.0,0.900765085451431,0.9324831004558389,0.8658736482152621,0.3850037035847461,1,D,672.0
69,Coast,44,Male,None,26,2.1282799566740227,4,0,0.5394451461873492,607.7625089038884,14.0,0.3267452202487109,0.7525586210787291,0.42834550509154207,0.4908935590221831,0,E,582.0
70,Nyanza,30,Male,Primary,12,8.407861403597675,2,1,0.5686577294897363,8000.0,15.0,0.45945898378093,0.7680717541465779,0.6734874836360509,0.4151800769659425,0,E,647.0
71,Central,60,Male,None,20,3.1883536277796085,1,0,0.7163061900526947,4920.026940391214,8.0,0.19361947375765753,0.7734897763524904,0.6495790094222671,0.3666655388915449,0,D,688.0
72,Central,45,Male,Primary,16,2.179766878718923,2,0,0.9083797093473781,3263.2117397774273,12.0,0.6024755168461638,0.8814668433018048,0.7808062418179228,0.5266068490316879,1,E,552.0
73,Eastern,59,Female,Primary,30,11.411477946801375,1,1,0.26891773027676286,8000.0,16.0,0.8278908428092774,0.7086203635716289,0.44830612825322314,0.3108438024177629,1,D,735.0
74,Nyanza,60,Female,Tertiary,19,8.940385404691483,3,1,0.4378100908385691,8000.0,15.0,0.6591094963607278,0.8495256596590559,0.8606762527749269,0.2618063362605471,0,D,777.0
75,Nyanza,32,Male,Primary,14,3.5883518839803763,1,0,0.43707124222451427,4851.970773645735,8.0,0.3706259535762597,0.6378567874961522,0.9521647990594246,0.4151400379683195,0,E,647.0
76,Nyanza,28,Female,Primary,10,2.507269785648218,3,0,0.5421114876647772,1541.786668272536,20.0,0.4809491709146645,0.8868708292824302,0.7784246672163989,0.4764085639026931,0,E,595.0
77,Central,40,Female,Primary,10,2.5690151371579915,2,0,0.7007885491922813,2860.613098618766,9.0,0.9220382103463256,0.5922290585272084,0.7433496100312234,0.38813588698686435,1,D,670.0
78,Rift Valley,27,Male,Primary,8,1.5362855782300076,2,1,0.6027729208004399,2323.041250723554,11.0,0.9549628248864692,0.6972331337267168,0.9400635732267096,0.25362277047235904,0,D,784.0
79,Central,31,Male,Secondary,13,7.115424953156589,2,1,0.1002616051158595,8000.0,16.0,0.5620899202523523,0.38959154526978557,0.6066691033573226,0.40383701996662746,1,E,656.0
80,Eastern,26,Male,None,8,11.411477946801375,3,0,0.7780599667936307,8000.0,15.0,0.7016081376190254,0.6950387433848543,0.8813302664928698,0.38495014022395363,0,D,672.0
81,Western,25,Male,Primary,7,5.251150886735969,3,0,0.26251016349198564,3705.746751910087,20.0,0.5913578178648025,0.44141968613581034,0.7497541173961638,0.43084143386321094,1,E,633.0
82,Rift Valley,25,Male,Primary,7,11.411477946801375,2,0,0.7271895813745478,8000.0,19.0,0.8178859053233675,0.6829225939707628,0.733421961626762,0.42653018140925164,0,E,637.0
83,Central,62,Male,Primary,33,6.611586117147033,4,0,0.829638266063242,2492.3148598403873,9.0,0.7417618216544415,0.9553207720524571,0.6896552031471986,0.4534171209223433,0,E,614.0
84,Rift Valley,31,Male,Primary,13,1.024529657805101,2,0,0.8728217017803024,1496.1067765694397,22.0,0.5681108799426625,0.8808640501501935,0.8751751671187264,0.35994711345799113,0,D,694.0
85,Rift Valley,48,Male,None,30,10.70552348061246,3,0,0.4497866858565889,8000.0,13.0,0.2592848954002964,0.8339170364859528,0.6550045595901633,0.5052473827485581,1,E,570.0
86,Nyanza,29,Female,Primary,11,2.774503891466732,1,0,0.6068635227483797,4237.542503223988,9.0,0.8363772090473286,0.7889890061446504,0.860557743876492,0.3409877040523303,0,D,710.0
87,Western,45,Female,Primary,27,3.9564136767440203,3,0,0.6435094791361007,3258.394097065508,11.0,0.49112779345497526,0.9671227389641358,0.9541087946508313,0.33086690174530187,0,D,718.0
88,Eastern,52,Female,None,5,1.6034904230495535,2,0,0.8839329309757877,2105.906009275611,8.0,0.49992297538380276,0.4935825121952929,0.6986606521798043,0.36171893579075237,1,D,692.0
89,Rift Valley,42,Female,None,5,0.8155849978710868,3,0,0.6101646603299763,603.6803346335103,15.0,0.9385948463679606,0.9657816057345487,0.39817162949289675,0.47445639901204806,1,E,596.0
90,Central,48,Female,None,17,2.0181589940210327,2,0,0.4591346244265426,2451.524695945351,12.0,0.9311511043962423,0.8221195217039468,0.6700633197533646,0.35636590103041355,0,D,697.0
91,Nyanza,56,Male,Primary,19,4.134626349389919,2,0,0.6678152919129816,4389.986156398789,16.0,0.6719321977954816,0.704241731083356,0.8008118148897558,0.2785145018700136,0,D,763.0
92,Nyanza,57,Female,Primary,26,3.680729893088949,4,1,0.20796347037335242,1184.97528404905,5.0,0.4945562987299796,0.4448985492082293,0.6751495722440776,0.3992585173846313,0,D,660.0
93,Western,34,Female,Secondary,2,6.280985669954547,2,1,0.624914966401732,8000.0,16.0,0.9174861621965992,0.8349351262814033,0.5839238091721531,0.28167135579400154,0,D,760.0
94,Nyanza,33,Male,Primary,14,4.187528280904123,1,1,0.46735226203521,7302.38790741885,16.0,0.46158419925559785,0.927177683757861,0.2514344499363352,0.39170390036588343,0,D,667.0
95,Rift Valley,57,Male,Primary,28,3.752133164436891,3,0,0.7351903374651363,3341.2264135152436,12.0,0.411125656041781,0.8996639827888673,0.705421431493178,0.49666958382021054,1,E,577.0
96,Rift Valley,57,Male,Primary,4,2.148680586695,2,0,0.8813066584037795,2223.033098678076,13.0,0.4946060022310495,0.9813737458745649,0.4222749749387915,0.3653673691436904,1,D,689.0
97,Rift Valley,31,Male,Primary,3,11.411477946801375,2,1,0.5761458688941927,8000.0,17.0,0.48754802578781026,0.8210151354016495,0.7932314614430083,0.39239946382411345,0,D,666.0
98,Central,28,Male,Primary,10,11.411477946801375,3,0,0.5274435134917581,8000.0,13.0,0.6921421127288289,0.7159687949194807,0.8409372601714175,0.457918955491877,1,E,610.0
99,Central,52,Male,Primary,22,4.114239788820101,2,0,0.8166239364478859,4316.599921226954,12.0,0.5573308849792772,0.63392846872804,0.5353027334785017,0.35524143200567054,1,D,698.0
100,Central,47,Female,None,19,1.0961226571367046,3,1,0.5324555173269898,711.6778111915561,18.0,0.8005249622179319,0.9868327047651372,0.6565673212134479,0.38306711115354325,0,D,674.0
101,Western,56,Male,Secondary,34,4.46173780787132,4,0,0.2922892370838351,1391.9868348664847,18.0,0.8688992450755391,0.5788373538723784,0.8670087384836243,0.3590475699687857,0,D,694.0
102,Rift Valley,40,Male,None,10,1.2118132610937293,1,0,0.39887036181042973,1804.090045788461,25.0,0.6497576527658596,0.7258604811229692,0.7866567389945595,0.3232292528056746,1,D,725.0
103,Rift Valley,34,Male,Primary,16,1.0856147217648164,2,0,0.9344539698154378,1535.1543500575106,11.0,0.8684265429494599,0.6834224915609927,0.932026059102887,0.4261425449330416,1,E,637.0
104,Eastern,38,Female,None,16,7.386770487256186,3,0,0.26166086012792006,3999.1237990654436,16.0,0.9232264055396312,0.8564965351580972,0.8163976528792332,0.4135962061198658,1,E,648.0
105,Central,63,Female,Primary,37,1.6765248926082181,3,0,0.8313531122394219,1618.1559372701304,15.0,0.8834888912825747,0.737884382239281,0.8667721297373232,0.32745904043488383,1,D,721.0
106,Rift Valley,60,Male,Primary,36,2.239515229221087,1,0,0.47462216457217304,3815.752234755411,25.0,0.6502522176308109,0.7525644521723993,0.805738133748869,0.2984041810739948,1,D,746.0
107,Nyanza,58,Male,None,22,6.918959914320998,1,0,0.490960805217171,8000.0,16.0,0.7179429561752574,0.7489227322076595,0.5031889584529906,0.44765045269013665,1,E,619.0
108,Central,48,Male,None,30,4.853165132875081,3,0,0.583210047119493,3010.55760457895,11.0,0.45543626089790457,0.8744674365215416,0.9330411054120639,0.2835545238116124,1,D,758.0
109,Central,42,Female,None,17,5.815295244675664,2,0,0.47657903306541255,6574.326532380782,11.0,0.8852437727398422,0.6832608840011359,0.5852691937136828,0.30099043295146216,0,D,744.0
110,Central,40,Female,Secondary,9,11.411477946801375,3,1,0.25344103355424213,8000.0,17.0,0.8174086519721597,0.44602753056695593,0.43197291610967997,0.4544940804993244,1,E,613.0
111,Central,61,Female,Secondary,33,2.166796202004232,4,1,0.07269112296130291,1309.379756943297,23.0,0.5842924076427066,0.8225263917901584,0.7547902229548802,0.37513941165201675,0,D,681.0
112,Eastern,49,Male,Tertiary,31,4.359799743017389,1,0,0.5447278695901125,6426.4134053781,13.0,0.8745106547353196,0.6680564798914208,0.870358068537173,0.25424331997787025,0,D,783.0
113,Eastern,32,Male,None,2,11.048033163611919,4,0,0.3519768244679391,4111.586429223821,16.0,0.7227416119237021,0.8096723281141376,0.8331187930536667,0.4346418756731384,0,E,630.0
114,Western,48,Male,None,14,1.5865716904227125,3,0,0.15652307006183147,708.8359853135042,16.0,0.12208425910654093,0.9616347485849358,0.7075168978232964,0.41292590234885834,1,E,649.0
115,Eastern,44,Female,Primary,26,2.9877834333226954,3,0,0.8316422039431339,3034.0456942218952,16.0,0.6964241761576516,0.7721091241451645,0.7818244292103812,0.363534188328735,1,D,690.0
116,Eastern,54,Male,None,33,6.62475633226675,3,0,0.3152003621851532,5185.057507845086,17.0,0.30519281680215926,0.573478830302501,0.5272653861197472,0.37321193950716774,1,D,682.0
117,Central,44,Female,Primary,1,1.2392122971010926,2,1,0.49419982114245586,1526.6111397657291,24.0,0.38279031415048537,0.6127695440742077,0.7931651445828327,0.4236904276629304,1,E,639.0
118,Eastern,42,Female,Tertiary,22,3.9913132926735106,2,1,0.30370743373527115,5480.989714904085,17.0,0.7379946311364616,0.6945604330512454,0.35533631133082827,0.3823421498985588,0,D,675.0
119,Rift Valley,28,Female,Primary,10,2.6375048948434947,2,0,0.5594076408664502,2620.3935022176956,16.0,0.8091877494787156,0.7529870286357313,0.3912189919698227,0.4076328630421581,0,E,653.0
120,Eastern,60,Male,Primary,27,1.6074105609732348,4,0,0.6397430650359712,1041.009637927574,12.0,0.3333037803756806,0.747185613805926,0.7823663315649161,0.4295781779654141,0,E,634.0
121,Eastern,30,Male,Primary,12,8.693592199883954,2,1,0.6950564356035805,8000.0,11.0,0.7363966940526431,0.5026872200484513,0.43521334895325503,0.35924952724782017,0,D,694.0
122,Rift Valley,27,Female,Secondary,9,6.922497003145315,1,1,0.41821828940999145,8000.0,11.0,0.8498155565449107,0.7427201764821963,0.39806392165758125,0.3522084085075566,1,D,700.0
123,Central,42,Female,Primary,10,5.091102301118692,3,0,0.41179673209083995,3174.895059478393,6.0,0.7254387957518936,0.6590741728622606,0.6554257329175838,0.3544672574767805,0,D,698.0
124,Central,64,Male,Tertiary,27,5.847468284235077,1,1,0.35822384987808353,8000.0,15.0,0.6181710840470886,0.7712387382253072,0.7705970721742198,0.31814185842021164,0,D,729.0
125,Rift Valley,42,Female,Primary,24,2.4111109547459395,4,0,0.5123904972032641,749.9762732579508,13.0,0.461554489731696,0.39791066782541457,0.7015719771760011,0.35393048031921115,0,D,699.0
126,Eastern,47,Male,Primary,2,3.465429193441991,2,0,0.548226895955959,3459.1348433680573,14.0,0.4425886148558203,0.7292583541169675,0.5827858117694303,0.42399489889420244,1,E,639.0
127,Eastern,59,Male,None,30,1.7208781962012045,4,0,0.42538305358674555,679.1992875450563,15.0,0.6281356183802403,0.9279480575454169,0.7384629492625071,0.43039215268945985,1,E,634.0
128,Central,30,Male,Tertiary,12,6.162541270681151,1,1,0.35148630926865015,8000.0,16.0,0.72047977417341,0.7012771541687696,0.8461166311190985,0.3087469065123431,0,D,737.0
129,Rift Valley,50,Female,Primary,19,1.6101795860116834,2,1,0.7933298625084081,2554.76430901098,19.0,0.5975010072582325,0.9112056300715077,0.3337750918779205,0.28814413096031194,0,D,755.0
130,Rift Valley,45,Male,Primary,27,2.227778480821474,2,0,0.2044992181971252,1953.701993044277,7.0,0.7032947724648423,0.5573083378745151,0.6795458018665377,0.42742441502710327,0,E,636.0
131,Central,48,Male,Primary,11,1.4648787028001453,3,1,0.38927290666584585,1234.5127045849126,19.0,0.5879296741560086,0.5339600878560035,0.65119171638571,0.3727693610896472,0,D,683.0
132,Central,39,Male,None,21,3.949092822691486,2,0,0.41914179157658454,4853.479542733952,17.0,0.6589958893280458,0.3103393872963259,0.919244302889153,0.40810316979805605,1,E,653.0
133,Rift Valley,51,Male,None,16,2.6986543517669452,2,0,0.11384169082427735,1843.3106315234074,18.0,0.8368130282527657,0.9163250745254836,0.6837164734447435,0.37783434555967815,0,D,678.0
134,Eastern,56,Female,None,17,4.581475984388519,2,0,0.514677444644047,4938.379508422467,11.0,0.8587687955527651,0.6358571157349443,0.7418779094260315,0.42892169371570393,0,E,635.0
135,Rift Valley,36,Male,Tertiary,18,1.9529681740794191,1,1,0.24353186785021472,3230.0310152153415,7.0,0.9043446347488027,0.72998342218439,0.6714246739643714,0.2921428790109603,1,D,751.0
136,Rift Valley,29,Female,Secondary,11,1.814850245595298,1,1,0.391150243694039,3303.5518860836423,14.0,0.4381675824930409,0.9191507882278045,0.8484780401531122,0.2417941646280946,0,C,794.0
137,Nyanza,31,Female,Secondary,13,4.711409250032573,3,1,0.19103723372360076,3840.653124580784,18.0,0.7999385535348298,0.36973966185041135,0.7390001011674957,0.4054938294030799,0,E,655.0
138,Rift Valley,46,Female,Primary,24,2.982012822530943,3,0,0.5468985934947161,2195.7393143370327,11.0,0.6637018135907762,0.5682610567565431,0.6015282189239318,0.45856416836556085,1,E,610.0
139,Coast,51,Female,Primary,4,11.411477946801375,3,1,0.5479950315248433,8000.0,11.0,0.8858015067379583,0.5829998157656258,0.976179108699309,0.30321165367364217,0,D,742.0
140,Coast,39,Male,None,5,5.594558855895513,1,1,0.22630601550528806,8000.0,16.0,0.7140763687343923,0.8639455752577844,0.5514398554503493,0.31804005212102127,0,D,729.0
141,Central,63,Male,None,19,3.7165033753689114,1,0,0.43048135196256027,6296.432021676556,13.0,0.7351502550936088,0.5338320269353664,0.8942880981002891,0.42239956773637705,0,E,640.0
142,Rift Valley,59,Male,Secondary,24,9.373819464842748,1,0,0.35019033103906594,8000.0,14.0,0.2567135922390096,0.5279083444846013,0.681924776123077,0.38146216357262186,0,D,675.0
143,Rift Valley,50,Male,None,1,7.401029672260029,2,0,0.6307485955230558,8000.0,18.0,0.39002305387884223,0.6237552819787942,0.8195339732284931,0.36483036854105566,1,D,689.0
144,Central,47,Male,Primary,29,3.844731918547308,2,0,0.20100737700556714,4320.663967069577,11.0,0.5337893963948018,0.6920681686353686,0.7388653299102345,0.35676226201113004,0,D,696.0
145,Central,37,Male,Primary,2,11.411477946801375,1,0,0.08335337246243263,8000.0,10.0,0.849358918191829,0.9150672163989918,0.41624882533907226,0.352545909249574,0,D,700.0
